Gene_ID,Control_1,Control_2,Control_3,KO_1,KO_2,KO_3
ENSMUSG00000104397,0,0,0,1.5175301,0,0
ENSMUSG00000102839,4,3.8,7.9999995,3,3.8,3.2
ENSMUSG00000101206,0,2,0,2.04,2,6
ENSMUSG00000101462,153.99997,158.99997,199.99997,122.33334,148.33328,133
ENSMUSG00000102336,6.928772,44.49655,32,24,30,36
ENSMUSG00000092852,0,0,0,0,0,0
ENSMUSG00000042111,1389.7744,1231.0787,1620.3022,1375.6576,1367.9589,2060.7256
ENSMUSG00000101711,31.427378,54.077686,45.74703,46.836018,24.713581,54.48808
ENSMUSG00000026127,1221.437,1570.4738,1787.8733,1617.4001,1571.1866,1948.4365
ENSMUSG00000026126,82.782166,83.5673,128.30176,199.90271,159.68819,226.13478
ENSMUSG00000100280,31.980919,32.741634,42.18642,74.43674,51.309273,106.15869
ENSMUSG00000101223,12.000001,15.044001,11.319046,2,14.306211,6
ENSMUSG00000026125,0,0,0,0,0,0
ENSMUSG00000101116,0,0,0,0,0,0
ENSMUSG00000026124,0,0,0,5.8333335,1,3
ENSMUSG00000101803,0,0,0,0,0,0
ENSMUSG00000037529,0,0,0,0.16666667,1,3
ENSMUSG00000045815,0,0,0,0,0,2.915898
ENSMUSG00000045174,180,188,146,487.3907,326,575.91724
ENSMUSG00000100524,0,0,0,0,0,0
ENSMUSG00000102499,0,0,0,0,0,0
ENSMUSG00000103521,0,0,0,0,0,0
ENSMUSG00000104098,0,0,0,0,0,0
ENSMUSG00000037509,55.064663,114.18787,71.40962,116.06748,111.41198,134.68008
ENSMUSG00000106790,0,0,0,0,0,2
ENSMUSG00000102537,0,0,0,0,0,0
ENSMUSG00000102612,0,0,0,0,0,0
ENSMUSG00000104002,28.656271,47.656715,29.013245,10.696163,44.61659,29.269272
ENSMUSG00000037503,1950.6338,2666.7449,3209.9883,2574.7893,2744.8132,2974.8975
ENSMUSG00000104358,31.785017,64.80687,43.788948,28.924465,28.145391,36.862717
ENSMUSG00000026123,3922.4932,4839.5938,5731.4453,4343.7627,5112.6816,5949.4375
ENSMUSG00000103716,0,2,0,2,0,2
ENSMUSG00000103548,0,0,0,0,0,0
ENSMUSG00000103760,0,0,0,0,0,0
ENSMUSG00000103997,0,0,0,0,0,0
ENSMUSG00000077231,0,0,0,0,0,0
ENSMUSG00000104417,0,0,0,0,0,0
ENSMUSG00000064601,0,0,0,0,0,0
ENSMUSG00000101714,0,0,0,0,0,0
ENSMUSG00000102531,0,2,0,2,0,0
ENSMUSG00000103096,0,0,0,0,0,0
ENSMUSG00000102279,0,0,0,0,0,0
ENSMUSG00000103708,0,0,0,0,0,0
ENSMUSG00000104201,0,0,0,0,0,0
ENSMUSG00000102434,0,0,0,0,0,0
ENSMUSG00000045216,3937.0657,4986.1694,5847.05,5995.0967,6798.4844,9071.984
ENSMUSG00000104523,0,0,0,0,0,0
ENSMUSG00000102202,150.76047,249.65862,357.02277,127.953995,136.26636,82.87118
ENSMUSG00000037470,8609.586,14489.263,17431.049,13155.04,13359.706,13884.098
ENSMUSG00000098752,0,0,0,0,0,0
ENSMUSG00000047180,67.33443,185.18636,216.76405,301.28888,416.05243,569.8729
ENSMUSG00000037447,343.2248,695.55286,925.1463,687.29333,789.6537,1158.0173
ENSMUSG00000102762,0,8,0,11.755453,5.770596,0
ENSMUSG00000010453,1953.9496,2611.947,2669.6245,2751.701,2625.8174,3353.5037
ENSMUSG00000098680,0,0,0,0,0,0
ENSMUSG00000037432,137.8813,179.79167,169.8573,115.59764,161.87776,131.23222
ENSMUSG00000001143,1280.1876,1693.5383,1798.5568,2558.457,2362.4895,3505.858
ENSMUSG00000037408,375.84503,547.3535,556.5016,959.8756,1036.3821,1530.334
ENSMUSG00000104316,0,2,4,0,1.794702,2
ENSMUSG00000106081,0,0,0,0,0,0
ENSMUSG00000001138,1022.2064,1377.6766,1514.65,1593.1144,1606.7301,1657.8391
ENSMUSG00000102845,3,2.3806596,4.1879196,4,5.1665783,0
ENSMUSG00000067653,211.64954,211.22202,233.25476,154.47644,145.28355,158.28923
ENSMUSG00000103661,232.22758,206.11375,249.24318,151.24664,166.50845,179.72313
ENSMUSG00000079610,476.56186,534.12506,556.25464,501.1497,541.1364,396.2783
ENSMUSG00000026121,391.10272,591.4607,738.054,638.0984,723.2886,965.24725
ENSMUSG00000087589,21.93494,39.777832,35.837147,45.162407,50.173473,61.947018
ENSMUSG00000046337,2.2450333,1.9999999,6.1953635,26.613243,10.380699,12.671303
ENSMUSG00000089906,0,0,0.5,0,2,0
ENSMUSG00000077939,0,0,0,0,0,0
ENSMUSG00000061518,4030.9263,3110.1306,3994.261,4617.1084,4568.94,5395.311
ENSMUSG00000037351,4671.516,5223.6885,6279.787,6549.3525,6302.3887,7113.3403
ENSMUSG00000102416,0,0.5714921,0.18014134,0.574811,0.23333333,0
ENSMUSG00000104237,16.046356,6,6,9.534681,10,6
ENSMUSG00000106804,0,3.8434093,0,3.092925,0,1.8680556
ENSMUSG00000026117,6.2995143,23.986755,24.413334,48.77157,16,41.287884
ENSMUSG00000097291,2,0,0,0,0,0
ENSMUSG00000026116,3228.54,4869.9985,5558.0625,6923.8647,5961.606,7520.5767
ENSMUSG00000103016,0,0,0,0,0,1.2609272
ENSMUSG00000102930,12,2,8,2,0,10
ENSMUSG00000103159,4,17.834438,24,4,4,11.176512
ENSMUSG00000080054,0,1,2.4,0,1.5,3.8000002
ENSMUSG00000095944,0,0,0,0,1.7350993,0
ENSMUSG00000050122,27.509909,33.86755,12.693244,201.60701,193.40869,267.60953
ENSMUSG00000103603,4.642384,2,0,6,4,1.3112583
ENSMUSG00000026114,24,10,12,94,98,58.846233
ENSMUSG00000102231,0,0,0,0,0,0
ENSMUSG00000026113,5225.3003,7991.617,9006.023,6309.5483,7053.9966,6506.7617
ENSMUSG00000086064,12.269491,7.2014756,7.6066666,1.9576426,3.2677703,0
ENSMUSG00000102879,2.2649007,4.9593015,2,5,0.5894481,0.01986755
ENSMUSG00000026112,2843.4392,3706.8813,4348.9497,2902.1936,3483.4932,3361.509
ENSMUSG00000026111,2295.297,2354.803,2369.5386,2951.115,3234.3398,3868.3062
ENSMUSG00000026110,235.92647,456.96606,447.23807,487.65637,584.7019,552.0001
ENSMUSG00000103948,0,2.5,2,0,2,0
ENSMUSG00000087233,0,3.5,0,0,0,0
ENSMUSG00000026090,863.5118,841.0699,768.6967,982.68884,866.84186,929.3229
ENSMUSG00000089767,5.097704,5.23641,0,2,3.2027972,11.24936
ENSMUSG00000104365,2.6979866,1.754967,0,0.33774835,0,1
ENSMUSG00000102650,0,2,4,4,0.53691274,0
ENSMUSG00000060771,670.717,909.789,785.06757,1346.8408,989.3592,901.12256
ENSMUSG00000097268,2,2,0,0.5,1.5,2
ENSMUSG00000037216,202.29558,150.37335,168.988,194.75209,218.96408,320.17664
ENSMUSG00000026088,402.4433,568.71564,601.01917,687.33124,733.4254,1134.0757
ENSMUSG00000026087,1906.0201,1523.1561,1714.9124,1703.8135,2176.3845,2149.718
ENSMUSG00000061584,0,0,0,0,0,0
ENSMUSG00000087374,0,0,0,0,0,2
ENSMUSG00000026085,0,0,0,0,0,0
ENSMUSG00000089141,0,0,0,0,0,0
ENSMUSG00000058407,2680.1843,2217.6245,2658.2375,3284.1196,3417.0498,3964.8894
ENSMUSG00000026083,5541.4233,4870.259,6102.708,8447.517,7646.9004,10534.308
ENSMUSG00000026082,632.49243,930.7693,1087.4253,758.84143,957.5251,1023.576
ENSMUSG00000103804,3.9286094,16.586956,12.869339,5.913907,6.0984554,8.48
ENSMUSG00000102716,0,0,0,0,0,2
ENSMUSG00000037138,8,44,37.999992,99.999985,83.90291,60.000008
ENSMUSG00000085391,2.5948708,3.6622517,3.044062,2,5.999312,4.5259504
ENSMUSG00000085280,0,0,0,0,0,0
ENSMUSG00000087131,8,12.582781,15.40627,0,6,9.026489
ENSMUSG00000102984,0,0,0,0,0,0
ENSMUSG00000102541,0,0,0,0,0,0
ENSMUSG00000103531,0,0,0,0,0,0
ENSMUSG00000048814,1058.7379,1298.9886,1384.9374,1853.7102,1616.1528,1878.6195
ENSMUSG00000026080,456,489.07083,658.5939,765.85724,709.4412,988.99286
ENSMUSG00000103647,0,0,0,0.8372093,3.2669315,0
ENSMUSG00000102447,0,0,0,0,0,0
ENSMUSG00000067604,0,0,0,0,0,0
ENSMUSG00000026078,700.7516,614.86365,714.3766,1020.2805,1070.1628,1267.4779
ENSMUSG00000103046,32.406128,77.64954,35.257217,37.409756,36.059998,52.289185
ENSMUSG00000104188,0,0,0,0,0,0
ENSMUSG00000103182,277.33337,465.6667,516.83325,261.6667,305.6667,211.33328
ENSMUSG00000098833,0,0,0,0,0,0
ENSMUSG00000026077,189.19804,133.08707,227.05832,188.06677,196.31648,402.99515
ENSMUSG00000092553,0,0,0,0,0,0
ENSMUSG00000092563,0,0,0,0,0,2
ENSMUSG00000073702,10436.491,7369.971,7873.4272,6155.4463,8008.6973,6926.137
ENSMUSG00000003134,1460.2135,2046.8354,2060.8542,3378.0806,2785.9553,3509.111
ENSMUSG00000102607,2,2.522296,2.2119205,0,0,0
ENSMUSG00000104827,0,0,0,0,0,0
ENSMUSG00000065629,0,0,0,0,0,0
ENSMUSG00000003135,1115.3376,1357.379,1419.2393,1630.8118,1509.5496,2024.114
ENSMUSG00000085894,175.67422,60.227432,67.32625,65.15453,67.101074,67.13653
ENSMUSG00000077704,4.272097,3.959168,0.723838,0,3.2186754,6.960137
ENSMUSG00000048234,710.8763,937.39435,1072.368,1172.2853,1252.27,1446.1234
ENSMUSG00000064936,0,0.23178808,0,1.0144928,3.1411037,1.4409271
ENSMUSG00000102471,0,0,0,0,0,0
ENSMUSG00000050967,102.71973,82.01753,107.43423,190.03487,130.57718,172.57526
ENSMUSG00000097083,18.28028,7.982461,16.679096,39.766506,17.42282,22.901575
ENSMUSG00000057173,0,6.856274,9.4800005,217.98683,175.53838,371.27304
ENSMUSG00000091937,0,0,0,0,0,0
ENSMUSG00000101634,0,0,1.7434108,0,0,10
ENSMUSG00000026074,2972.8354,4556.663,5649.5693,6398.044,6241.017,7580.7373
ENSMUSG00000102985,0,2,4,2,2,4
ENSMUSG00000026073,75.02065,55.36382,56.111633,553.6696,368.89075,634.6938
ENSMUSG00000097899,15.553248,21.240835,6.5621796,37.69772,22.515358,43.107655
ENSMUSG00000102975,0,0,0,0,0,0
ENSMUSG00000026072,23554.904,28470.213,32334.75,24922.215,26521.924,25028.117
ENSMUSG00000103560,15580.584,26391.46,35898.8,11100.033,23096.678,20522.387
ENSMUSG00000070942,14,36.473335,61.629135,140.36142,51.786667,69.29801
ENSMUSG00000103230,0,0,0,2,0,0.11764706
ENSMUSG00000026069,0,26,2,18,26,15.94
ENSMUSG00000026070,45,44.311787,78.98398,119.97234,97.99564,144.84134
ENSMUSG00000026068,0,6,4,25.739336,20,8
ENSMUSG00000104441,0,0,0,0,0,0
ENSMUSG00000026065,0,0,0,0,2,2
ENSMUSG00000102676,0,0,0,2,0,0
ENSMUSG00000026062,4,2,0,2,8,6
ENSMUSG00000103679,0,0,0,0,0,0
ENSMUSG00000103270,47.852943,51.559017,59,146.00676,121.43653,208.07687
ENSMUSG00000041945,74.5,104.58667,112.99999,266.92694,222.15945,379.92325
ENSMUSG00000079588,1.9999999,4,10,4,0,6
ENSMUSG00000094136,0,0,0,0,0,0
ENSMUSG00000104072,0,0,0,0,0,0
ENSMUSG00000100185,0,0,0,0,0,0
ENSMUSG00000100832,0,0,0,0,0,0
ENSMUSG00000100178,0,0,0,0,0,0
ENSMUSG00000101877,0,0,0,0,0,0
ENSMUSG00000053640,0,0,0,0,0,0
ENSMUSG00000101919,0,0,0,0,0,0
ENSMUSG00000101299,0,0,0,0,0,0
ENSMUSG00000100180,0,0,0,0,0,0
ENSMUSG00000103106,0,0,0,0,0,0
ENSMUSG00000060424,0.28476822,0,0,0.06666667,1.6754967,0
ENSMUSG00000104199,0,0,2,0,0,0
ENSMUSG00000093436,0,0.10666667,0,0,0,0
ENSMUSG00000045515,0,0,0,0,0,0
ENSMUSG00000097063,0,0,0,0,0,0
ENSMUSG00000099784,0,0,0,0,0,0
ENSMUSG00000060679,992.9993,805.34143,980.8145,1239.7582,1158.6321,1435.0276
ENSMUSG00000077448,0,0,0,0,0.88138705,0
ENSMUSG00000041907,1419.6382,1299.2676,1744.5676,1504.2136,1565.4027,1216.82
ENSMUSG00000089088,0,0,0,0,0,0
ENSMUSG00000070939,2402.4966,3369.079,3994.1243,4265.8613,3981.8147,4588.937
ENSMUSG00000100269,0,0,0,0.68874174,0,0
ENSMUSG00000041878,94.92028,76.89333,97.84028,38.950356,86.943665,46.991528
ENSMUSG00000010290,798.63617,1070.6742,1095.6494,913.48834,1160.3372,1143.2428
ENSMUSG00000008136,142.00002,161.96391,302.5829,381.4625,335.29492,986.0362
ENSMUSG00000094497,290.9334,261.5667,322.36682,223.73326,321.53345,276.46674
ENSMUSG00000099576,0,0,0,0,0,0
ENSMUSG00000099694,0,0,0,0,0,0
ENSMUSG00000101923,0,0,0,0,0,0
ENSMUSG00000066877,965.1108,1072.5822,1180.2986,1741.7097,1649.4087,2221.794
ENSMUSG00000103422,4,6,4,14,2,4
ENSMUSG00000103945,5.3733335,17.145695,34.47865,15.068167,7.7284765,4.5830917
ENSMUSG00000026051,0.552053,2.4227226,0.21854305,0.48344374,6.369404,0
ENSMUSG00000100764,1.8133333,3.8188734,7.158581,2.649031,3.9552634,1.8954194
ENSMUSG00000100635,7.785225,2.744681,2.4569535,0,0,0
ENSMUSG00000100480,5.768259,6,12.629139,1.9668875,6,2
ENSMUSG00000057363,985.2859,875.67316,936.30884,743.7752,931.267,758.6986
ENSMUSG00000090243,5.847682,0,4,2,4,4
ENSMUSG00000100701,2,0,2,0,0,2
ENSMUSG00000101395,0,0,0,0,0,0
ENSMUSG00000088848,0,0,0,0,0,0
ENSMUSG00000095757,0,0,0,0,0,0
ENSMUSG00000041763,1916.7388,2618.896,3151.7969,3340.295,3662.562,3938.4277
ENSMUSG00000047343,1.1589404,4.8672485,6,6,7.9999995,5.357616
ENSMUSG00000090106,0,0.6821192,0,0,0,0.079823405
ENSMUSG00000091844,4,4,18,6,2,4
ENSMUSG00000026049,355.3737,354.09363,407.0915,380.83124,510.52408,436.29694
ENSMUSG00000101104,95.497894,121.05297,108.32847,105.02048,129.26747,95.40071
ENSMUSG00000026047,434.7939,548.7943,495.79422,650.99695,673.2687,942.1317
ENSMUSG00000041684,624.21356,684.6634,669.0011,1245.9023,1162.665,1455.2332
ENSMUSG00000026048,1198.9285,1308.774,1495.9078,1304.1133,1453.4708,1571.6488
ENSMUSG00000046828,0,4,4,0,0,0
ENSMUSG00000089703,0,0,0,0,0,0
ENSMUSG00000100966,0,0,0,0,0,0
ENSMUSG00000100769,2,10,6,4,12,3
ENSMUSG00000101567,0,0,0,0,0,0
ENSMUSG00000056870,16,16,38,27.999998,31.5969,48.066223
ENSMUSG00000102319,0,0,0.60509557,0,0,1.1589403
ENSMUSG00000089877,0,0,1.6754967,0,0,0
ENSMUSG00000101701,0,0,0,0,0,0
ENSMUSG00000103071,399.2671,544.26666,589.9332,436.33392,449.60052,466.23413
ENSMUSG00000100434,0,0,0,0,0,0
ENSMUSG00000100013,0,0,0,0,0,0
ENSMUSG00000101251,0,0,0,0,0,0
ENSMUSG00000101937,0,0,0,0,0,0
ENSMUSG00000026043,432.99997,927.98474,1728.0431,3816.1895,1867.479,2276.3438
ENSMUSG00000105211,0,1.7567568,0,0,0,1.7748344
ENSMUSG00000026042,417.99817,473.99878,910.6245,1589.9991,1244.2354,1644.9152
ENSMUSG00000104476,4,0,0,0,2,10
ENSMUSG00000100218,0,0,0,0,0,0
ENSMUSG00000100361,0,0,0,0,0,0
ENSMUSG00000100894,0,0,0,0,0,0
ENSMUSG00000095121,0,0,0,0,0,0
ENSMUSG00000065255,0,0,0,0,0,0
ENSMUSG00000100843,0,0,0,2,0,0
ENSMUSG00000087764,0,0,0,0,0,0
ENSMUSG00000025995,1536.8467,1666.1781,2053.0464,2013.9502,2276.544,2495.9014
ENSMUSG00000099850,18,20,11,4,4,19
ENSMUSG00000084817,226.25069,161.5538,214.55891,245.59746,289.69525,363.57123
ENSMUSG00000098549,0,0,0,0,0,2
ENSMUSG00000099381,0,0,4.1854305,0,0,2
ENSMUSG00000025993,2517.965,3937.037,3913.5605,7753.634,7655.766,9588.441
ENSMUSG00000099946,0,0,0,0,0,0
ENSMUSG00000070896,0,0,0,0,0,0
ENSMUSG00000090682,0,2,0,0,0,0
ENSMUSG00000044457,0,6,0,2,2,2
ENSMUSG00000099432,6.0000005,14,10,2,10,13.999999
ENSMUSG00000041144,66,141.07947,110.63823,234.50075,152.67052,161.83563
ENSMUSG00000096047,0,0,0,0,0,0
ENSMUSG00000101262,0,0.9,0.4,0.4,0,0.9
ENSMUSG00000101337,0,9.743713,12,16.953335,10.099338,20.221943
ENSMUSG00000025986,459.60556,1246.7505,1032.4249,964.84454,1289.847,1127.9236
ENSMUSG00000100213,56.261383,54.84729,36.732414,50.513195,52.78127,45.70658
ENSMUSG00000103129,0,0,0,0,0,0
ENSMUSG00000100160,0,0,0,0,0,0
ENSMUSG00000101921,0,0,0,0,1,0
ENSMUSG00000101447,0,0,0,2,0,0
ENSMUSG00000081185,27.400017,23.000008,25.966675,46.233315,21.200006,39.66666
ENSMUSG00000103246,0,0,0,0,0,0
ENSMUSG00000098876,0,0,0,0,0,0
ENSMUSG00000100530,0,0,0,0,0,0
ENSMUSG00000104067,0,0,0,0,0,0
ENSMUSG00000100033,1.0666667,1.0666667,3.8666668,0.9,6.4666643,6.5000005
ENSMUSG00000094968,0,0,0,0,0,0
ENSMUSG00000088017,0,0,0,0,0,0
ENSMUSG00000101996,0,0,0,0,0,0
ENSMUSG00000096973,0,0,0,0,0,0
ENSMUSG00000064943,0,0,0,0,0,0
ENSMUSG00000100866,0,0,0,0,0,0
ENSMUSG00000101721,0,0,0,0,0,0
ENSMUSG00000099376,0,0,0,0,0,0
ENSMUSG00000097883,0,0,0,0,0,0
ENSMUSG00000092790,0,0,0,0,0,0
ENSMUSG00000099698,0,0,0,0,0,0
ENSMUSG00000099454,0,0,0,0,0,0
ENSMUSG00000051616,0,0,0,0,0,0
ENSMUSG00000099627,0,0,0,0,0,0
ENSMUSG00000099577,0,0,0,0,0,0
ENSMUSG00000099882,0,0,0,0,0,0
ENSMUSG00000101760,0,0,0,0,0,0
ENSMUSG00000099608,271,406.33337,434.6667,264,291.5,212
ENSMUSG00000099864,0,0,0,0,0,0
ENSMUSG00000098249,0,0,0,0,0,0
ENSMUSG00000100451,0,0,0,0,0,0
ENSMUSG00000099941,0,0,0,0,0,0
ENSMUSG00000084531,0,0,0,0,0,0
ENSMUSG00000100816,60,57,61,83,87,129
ENSMUSG00000026109,52,60.284775,67.98676,44,50,50.033337
ENSMUSG00000100671,0,0,0,0,0,0
ENSMUSG00000092906,0,0,0,0,0,0
ENSMUSG00000101242,0,0,0,0,0,0
ENSMUSG00000099924,0,0,2,0,0,1.4224284
ENSMUSG00000099625,0,0,2,0,0,0
ENSMUSG00000101799,0.66206896,0,0,2,2,0
ENSMUSG00000045954,12,23.860928,20,56.086666,52,46
ENSMUSG00000099741,0,0,0,0,0,0
ENSMUSG00000101702,2.0927153,4,6.146762,0,3.500618,9.678965
ENSMUSG00000026107,2132.9644,2417.1423,2608.933,2761.366,2836.914,2733.321
ENSMUSG00000099413,2488.8142,2636.9077,3063.7786,1903.463,1994.2812,1129.367
ENSMUSG00000103424,0,0,0,0,0,4
ENSMUSG00000101741,12,5.5562916,8.910263,0.21333334,0,6
ENSMUSG00000018417,1629.3947,1989.5946,2677.266,3221.7097,3414.784,4245.0034
ENSMUSG00000101724,0.26666668,0,4,0,4,1.8199999
ENSMUSG00000100313,0,0,0,2,2,0
ENSMUSG00000100696,0,0,0,0,0,0
ENSMUSG00000099135,0,0,0,0,0,0
ENSMUSG00000072324,0,0.4,0.4,0,0,0.4
ENSMUSG00000062939,13.418775,66.92753,30.377857,110.24837,64.4567,67.48988
ENSMUSG00000101628,603.6617,1219.4667,1514.4829,592.7785,633.03375,1174.6908
ENSMUSG00000078291,0,0,0.6666667,0,0,0.6666667
ENSMUSG00000026104,1375.3048,2269.1135,2890.3801,4970.998,5757.2344,9937.206
ENSMUSG00000099569,2.6509051,4,0,2.6769233,2,2
ENSMUSG00000026103,5231.963,6409.112,7712.4023,5959.1797,6652.768,6686.195
ENSMUSG00000099648,0,0,0,0,0,0
ENSMUSG00000065192,0,0,0,0,0,0
ENSMUSG00000002881,939.68695,1486.7372,1781.5863,1677.0562,2101.036,2188.6965
ENSMUSG00000097833,2,6,8,5.101693,0.37086093,3.0529802
ENSMUSG00000101501,6,2,2,0,0.90728474,4
ENSMUSG00000100120,0,1.4172186,4,0,1.2947903,0
ENSMUSG00000099878,0,0,0,20,6,2
ENSMUSG00000100007,6,5,7.0666666,6,6.333334,7.3999996
ENSMUSG00000043015,280.56195,349.3276,334.82346,347.53918,350.78192,438.63303
ENSMUSG00000103630,45,68.342285,114,49,49.306664,47.33333
ENSMUSG00000041439,1348.7349,1959.0255,2131.478,2285.3137,2112.235,2640.5996
ENSMUSG00000100302,2,9.761589,2,2,5.8807945,0
ENSMUSG00000100230,0,0,0,0,0,0
ENSMUSG00000026102,541.59174,689.1479,777.9184,1286.0099,1286.0834,2221.273
ENSMUSG00000041426,560.52313,551.7472,591.6218,938.6572,909.08545,928.27136
ENSMUSG00000089802,0,8,2,0.8066667,0,2.9733334
ENSMUSG00000043629,2335.155,2531.5703,2761.6887,2148.1091,2481.0867,1869.0286
ENSMUSG00000026100,4,8,6,14,8,18
ENSMUSG00000089334,0,0,0,0,0,0
ENSMUSG00000060715,2.3377483,1.1946505,1.0630021,0.30050224,0.292813,0
ENSMUSG00000026098,109.44849,181.03865,146.17438,314.8318,414.15552,454.16058
ENSMUSG00000100763,0.06291391,0.36286974,0.006622517,1.2895365,1.3453736,3.1125827
ENSMUSG00000026097,608.0837,580.7494,563.77124,769.49023,896.8788,879.6613
ENSMUSG00000100679,110.33493,127.12811,122.94947,205.11009,227.30777,213.10672
ENSMUSG00000026096,401.41104,430.81616,334.0619,604.63696,606.4839,648.6925
ENSMUSG00000099913,868.4399,937.939,843.24414,1351.0612,1395.6111,1418.095
ENSMUSG00000101838,5.01252,6.081064,6.0614204,0.17829931,2.3854184,1.3673062
ENSMUSG00000026095,824.29724,790.5892,855.6086,1025.36,1273.9406,1120.7771
ENSMUSG00000100267,0,0,0,0,0,0
ENSMUSG00000099450,0,0,0,0,0,0
ENSMUSG00000100069,0,0,0,0,0,0
ENSMUSG00000096141,3.5466666,3.6632423,6.972414,44.335133,43.959534,70.30899
ENSMUSG00000092657,0,2,0,0,2,0
ENSMUSG00000026094,57,179.76666,171.99998,552.57996,349.00003,345.1057
ENSMUSG00000102405,2,0,4,0,0,0
ENSMUSG00000042807,100.68875,221.64899,208.58543,252.88208,302.365,157.42278
ENSMUSG00000098443,0,0,0,0,0.3178808,0
ENSMUSG00000087949,0,0,0,0,0,0
ENSMUSG00000102868,4.3999996,0,0,0,2.5466666,2
ENSMUSG00000094013,0,0,0,0,0,0
ENSMUSG00000025983,8,11.099338,7.7152033,5.112583,5.7549667,6
ENSMUSG00000041303,965.24567,1305.5781,1287.2905,2148.555,2088.8374,2442.9907
ENSMUSG00000073678,2007.4819,3786.6262,3982.1938,2213.8022,2805.0056,2183.054
ENSMUSG00000104136,18,53.245033,62.29801,49,40.28163,32
ENSMUSG00000101130,2,0,2,0,0,0
ENSMUSG00000052331,1945.1478,2894.0308,3271.2893,3258.2139,3240.276,2739.6963
ENSMUSG00000101674,42.246384,117.75996,90.63604,66.3168,72.382996,87.18847
ENSMUSG00000102503,21.907284,12,28,30,17.60265,4
ENSMUSG00000089245,1.3286976,1.0313377,0,0.6756757,0,0
ENSMUSG00000102642,2,4,6,6,6,6
ENSMUSG00000025982,9403.765,12831.182,15188.798,10624.662,12649.502,12046.712
ENSMUSG00000103030,28.3818,25.441708,45.609962,38.381634,15.572132,27.852287
ENSMUSG00000025981,1020.01917,1212.554,1458.2985,1160.2778,1453.1141,1466.8555
ENSMUSG00000101122,22.251656,18,52.716496,18.4504,13.093737,10
ENSMUSG00000025980,6637.982,6977.367,8122.7964,7936.179,8104.252,9358.739
ENSMUSG00000073676,5610.177,3941.9524,5004.661,4124.0366,4824.023,5256.9644
ENSMUSG00000100736,0,0,2,4,0,0
ENSMUSG00000089670,6,10,20.443708,20,12,22
ENSMUSG00000025979,2157.5654,2048.6904,2209.1125,2428.0435,2964.1663,3239.1204
ENSMUSG00000061863,0,3.4093962,3.1762033,0,1.8145695,1
ENSMUSG00000025978,36.081127,22.142384,33.583847,70.67412,44.913692,46.27853
ENSMUSG00000097649,4.081126,3.857616,4.477888,18.694206,5.5463576,7.715344
ENSMUSG00000046994,220,312,271.5822,314.15894,296.9055,420
ENSMUSG00000025977,6,2.1192055,0.09933775,6,4.8614864,0
ENSMUSG00000100215,206.27837,161.41646,234.11734,138.83754,213.10266,215.86789
ENSMUSG00000101945,0,0,0,0,0,0
ENSMUSG00000101085,0,0,0,0,0,0
ENSMUSG00000038349,66,66.24503,44,98.59603,78.8,108
ENSMUSG00000102145,889.57874,760.0918,994.84216,755.5897,1007.5661,941.4313
ENSMUSG00000100309,152.83284,146.5828,176.58289,114.58314,167.61618,147.83276
ENSMUSG00000102831,0,0,0,0,0,0
ENSMUSG00000099950,0,0,0,0,0,0
ENSMUSG00000102491,0,0,0,0,0,0
ENSMUSG00000100372,0,0,0,0,0,0
ENSMUSG00000100944,0,0,0,0,0,0
ENSMUSG00000101332,0,0,0,0,0,0
ENSMUSG00000045336,0,0,0,0,0,0
ENSMUSG00000038331,6,19.5,37,24,27,16
ENSMUSG00000087022,4,0.5,1,4,3,4
ENSMUSG00000104310,0,0,0,0,0,0
ENSMUSG00000094128,0,0,0,0,0,0
ENSMUSG00000099945,0,0,0,0,0,0
ENSMUSG00000101429,0,0,0,0,0,0
ENSMUSG00000101129,0,0,0,0,0,0
ENSMUSG00000097519,0,4.7774963,3,0.21192053,3.4569535,2
ENSMUSG00000038323,352.1297,357.62363,328.61887,482.8345,529.36426,605.95624
ENSMUSG00000048495,385.60266,316.74884,345.53513,485.4987,554.32874,783.5949
ENSMUSG00000025971,524.4658,563.7999,624.9943,725.3456,772.2815,893.1066
ENSMUSG00000077776,0,0,0,0,0,0
ENSMUSG00000088353,0,0,0,0,0,0
ENSMUSG00000101826,0,0,0,0,0,0
ENSMUSG00000102685,57,93,57,69,63,82
ENSMUSG00000101151,0,0,0,0,0,0
ENSMUSG00000038305,44,55.89183,79.23179,85.82276,86.29139,107.25881
ENSMUSG00000091283,0,1.0837969,0,0,0,0
ENSMUSG00000054770,564.9541,693.7849,850.41626,814.70294,774.7136,1059.6399
ENSMUSG00000026039,12.20548,19.165564,27.927153,42.73317,31,36.671192
ENSMUSG00000063558,1113.2599,1303.6503,1708.1,1328.3785,1260.2874,1275.5728
ENSMUSG00000064294,2,0,2,4.62,4,9.161237
ENSMUSG00000089275,0,0,0,0,0,0
ENSMUSG00000038242,0,0,10.500002,2,2,14.093333
ENSMUSG00000089822,0,0,1.5,0,0,1.9066666
ENSMUSG00000079554,4,6.781457,12.05298,10.996689,15.205297,17.213795
ENSMUSG00000103839,335.29034,486.6998,548.8011,353.50867,418.92847,430.69342
ENSMUSG00000051223,4405.701,5575.2607,7273.282,5521.5254,6741.5967,6747.6196
ENSMUSG00000026034,5322.1064,4688.0537,5392.1323,3755.2866,4618.114,3822.091
ENSMUSG00000026035,313.0042,267.92374,280.47702,509.17664,555.1165,550.42645
